order_id,order_date,region,category,product,quantity,unit_price,discount_percent,unit_cost
403,2025-11-12,Europe,Home,Lamp,8,1326.3,0,907.5
404,2025-05-24,South America,Home,Shelf,7,1325.34,5,686.92
405,2025-11-19,North America,Clothing,Shoes,4,967.55,20,636.4
406,2025-10-17,Asia,Sports,Yoga Mat,8,821.33,5,495.43
407,2025-05-24,North America,Sports,Yoga Mat,3,48.83,10,27.62
408,2025-12-03,Europe,Sports,Yoga Mat,10,1499.41,0,794.75
409,2025-03-30,Europe,Home,Chair,4,867.78,20,535.01
410,2025-06-30,Europe,Clothing,Jacket,6,1371.83,0,975.42
411,2025-01-29,Europe,Clothing,Shoes,9,470.49,5,240.6
412,2025-04-14,Europe,Clothing,T-Shirt,9,722.2,0,559.97
413,2025-03-14,North America,Home,Desk,6,98.74,0,66.75
414,2025-02-21,Asia,Home,Chair,6,1059.76,15,655.65
415,2025-11-24,South America,Home,Lamp,3,1464.03,15,1148.69
416,2025-04-25,Europe,Home,Desk,9,1043.4,10,768.04
417,2025-12-26,South America,Sports,Yoga Mat,5,199.75,15,99.98
418,2025-04-24,North America,Electronics,Mouse,10,484.14,20,382.6
419,2025-06-13,Europe,Sports,Tennis Racket,6,1120.56,0,676.87
420,2025-02-04,Asia,Electronics,Keyboard,8,26.98,0,15.51
421,2025-03-27,South America,Home,Chair,1,81.74,5,58.83
422,2025-10-23,Europe,Sports,Dumbbell,6,823.58,0,616.57
423,2025-06-13,Asia,Clothing,Shoes,2,1200.8,0,706.64
424,2025-02-08,North America,Electronics,Laptop,6,263.46,5,144.45
425,2025-08-11,Europe,Home,Shelf,1,652.67,15,358.64
426,2025-10-11,Asia,Electronics,Laptop,6,316.27,0,196.97
427,2025-09-09,Europe,Home,Lamp,4,152.91,5,102.68
428,2025-11-17,South America,Electronics,Keyboard,1,647.13,0,483.52
429,2025-02-11,South America,Clothing,T-Shirt,1,318.36,15,187.05
430,2025-11-25,South America,Electronics,Keyboard,7,711.71,15,412.44
431,2025-08-14,South America,Clothing,Jacket,7,560.41,5,287.71
432,2025-12-08,North America,Home,Desk,5,850.73,0,617.35
433,2025-10-11,North America,Electronics,Keyboard,9,626.84,20,424.32
434,2025-05-01,South America,Sports,Dumbbell,9,1033.73,5,694.47
435,2025-10-20,Europe,Home,Chair,7,1355.14,15,691.69
436,2025-04-09,Europe,Electronics,Monitor,3,1424.1,0,1127.39
437,2025-11-18,Europe,Electronics,Monitor,2,1482.54,5,831.08
438,2025-06-16,Asia,Home,Lamp,2,139.67,10,86.48
439,2025-08-01,Europe,Sports,Football,10,885.49,20,554.21
440,2025-10-02,Asia,Clothing,T-Shirt,2,848.4,0,624.19
441,2025-01-20,Europe,Sports,Yoga Mat,7,985.63,10,672.88
442,2025-01-20,South America,Home,Shelf,3,931.18,15,659.37
443,2025-01-11,Asia,Home,Desk,1,1121.17,0,862.3
444,2025-02-20,Europe,Home,Lamp,5,1265.84,20,897.3
445,2025-08-02,North America,Clothing,Jacket,8,1163.31,0,675.68
446,2025-09-22,Asia,Clothing,Shoes,4,1371.01,5,990.26
447,2025-09-26,North America,Electronics,Mouse,2,473.57,10,294.09
448,2025-01-26,Asia,Clothing,Jeans,4,1257.1,0,641.02
449,2025-03-05,North America,Clothing,Jacket,6,1237.02,10,765.82
450,2025-08-31,Asia,Clothing,Jacket,8,895.12,0,705.49
451,2025-01-15,South America,Home,Desk,5,1125.95,15,593.51
452,2025-11-28,Europe,Electronics,Mouse,10,1171.95,0,887.32
453,2025-12-16,North America,Clothing,Jacket,7,774.79,20,568.77
454,2025-11-08,Asia,Sports,Tennis Racket,3,905.7,0,513.65
455,2025-08-27,Asia,Home,Shelf,7,1278.86,5,736.11
456,2025-07-11,Asia,Sports,Football,1,772.16,15,609.96
457,2025-05-22,Asia,Home,Chair,8,105.12,0,72.76
458,2025-11-04,South America,Home,Desk,3,780.77,0,601.12
459,2025-08-03,South America,Home,Desk,1,986.55,0,570.06
460,2025-06-25,Europe,Sports,Football,10,1065.02,10,793.23
461,2025-10-13,Europe,Sports,Yoga Mat,9,457.29,0,343.97
462,2025-10-14,Europe,Home,Chair,8,200.64,0,143.97
463,2025-08-04,Asia,Home,Chair,4,539.37,15,410.69
464,2025-01-28,North America,Home,Lamp,10,448.14,20,239.9
465,2025-06-02,South America,Sports,Tennis Racket,9,188.53,15,115.85
466,2025-10-19,South America,Electronics,Mouse,3,1488.6,0,927.04
467,2025-04-01,Asia,Clothing,Jacket,3,1170.62,5,702.12
468,2025-10-23,Europe,Electronics,Laptop,8,417.56,20,305.68
469,2025-08-08,South America,Sports,Football,3,925.57,15,582.02
470,2025-01-08,Asia,Sports,Football,1,805.34,15,492.81
471,2025-06-26,Asia,Clothing,T-Shirt,1,943.76,0,535.94
472,2025-01-24,Asia,Clothing,T-Shirt,7,759.97,0,418.06
473,2025-12-18,Europe,Home,Shelf,9,898.59,0,566.2
474,2025-07-26,North America,Home,Shelf,6,1127.67,0,884.57
475,2025-03-28,North America,Clothing,Jeans,3,324.67,0,219.77
476,2025-11-16,North America,Home,Chair,7,1316.05,0,962.53
477,2025-07-14,North America,Electronics,Laptop,1,81.87,0,51.17
478,2025-06-04,South America,Home,Shelf,3,316.19,15,217.88
479,2025-02-23,North America,Electronics,Keyboard,10,912.4,0,570.84
480,2025-05-15,Europe,Home,Chair,2,751.63,10,420.86
481,2025-04-17,South America,Home,Shelf,5,248.96,10,161.55
482,2025-10-21,South America,Home,Desk,1,29.0,0,22.39
483,2025-05-12,Europe,Clothing,T-Shirt,9,121.82,15,64.61
484,2025-01-21,Asia,Sports,Yoga Mat,5,701.77,0,522.08
485,2025-01-24,North America,Home,Lamp,7,1110.42,0,838.78
486,2025-05-18,North America,Clothing,Jeans,6,542.72,5,426.86
487,2025-05-20,South America,Home,Lamp,3,179.61,5,141.66
488,2025-03-23,North America,Sports,Dumbbell,3,178.45,15,128.11
489,2025-07-03,North America,Sports,Dumbbell,10,1020.81,0,697.62
490,2025-02-02,Asia,Clothing,Shoes,8,178.28,5,112.71
491,2025-04-25,Asia,Home,Chair,9,1153.62,10,827.3
492,2025-07-17,Europe,Electronics,Monitor,4,728.08,15,511.76
493,2025-03-26,North America,Electronics,Laptop,3,763.3,5,576.72
494,2025-04-25,South America,Sports,Yoga Mat,4,503.03,0,259.11
495,2025-02-15,South America,Sports,Tennis Racket,2,694.05,20,466.34
496,2025-02-22,South America,Sports,Yoga Mat,2,1471.2,15,1023.97
497,2025-11-06,Asia,Sports,Football,9,828.16,20,436.66
498,2025-08-21,Asia,Clothing,Shoes,6,551.38,0,410.77
499,2025-01-02,Asia,Sports,Yoga Mat,8,179.89,20,125.5
500,2025-03-26,South America,Home,Lamp,9,787.76,15,419.01
501,2025-07-21,Europe,Clothing,Shoes,2,388.89,0,216.33
502,2025-11-21,North America,Sports,Tennis Racket,6,170.57,5,87.66
503,2025-01-03,North America,Sports,Dumbbell,10,1434.72,0,1132.22
504,2025-03-30,Europe,Sports,Dumbbell,9,1173.81,0,830.52
505,2025-07-16,South America,Electronics,Monitor,10,913.18,0,594.69
506,2025-03-10,Europe,Clothing,Jacket,7,1445.75,0,919.29
507,2025-10-11,Europe,Sports,Yoga Mat,9,1292.45,15,931.92
508,2025-12-11,Europe,Clothing,Jeans,10,1074.43,15,648.51
509,2025-10-20,South America,Clothing,Jacket,2,1143.55,10,736.57
510,2025-01-28,North America,Home,Shelf,1,788.87,0,484.57
511,2025-02-01,Asia,Clothing,Jacket,3,1475.46,15,848.64
512,2025-12-12,Europe,Clothing,T-Shirt,6,1222.9,0,837.48
513,2025-12-21,North America,Sports,Tennis Racket,9,1178.62,20,835.45
514,2025-10-10,North America,Sports,Dumbbell,7,1435.49,15,852.39
515,2025-08-15,Europe,Electronics,Keyboard,4,934.64,20,708.58
516,2025-02-08,Europe,Home,Desk,4,448.32,0,356.43
517,2025-03-08,Europe,Clothing,T-Shirt,7,70.55,0,47.06
518,2025-06-15,North America,Home,Chair,6,704.83,0,360.86
519,2025-06-12,Europe,Home,Shelf,10,829.74,0,610.03
520,2025-02-17,Asia,Clothing,T-Shirt,9,247.46,10,163.6
521,2025-11-13,South America,Clothing,Jeans,6,503.29,0,284.63
522,2025-11-15,Europe,Electronics,Laptop,6,674.04,15,461.12
523,2025-10-04,Asia,Electronics,Keyboard,7,1374.74,0,846.51
524,2025-06-01,Europe,Electronics,Keyboard,9,1206.2,5,779.26
525,2025-01-04,North America,Home,Chair,2,259.42,20,171.58
526,2025-12-26,South America,Clothing,Jeans,7,1255.14,0,830.06
527,2025-02-07,North America,Electronics,Mouse,1,694.25,0,355.02
528,2025-05-13,South America,Clothing,Jacket,9,114.96,20,65.33
529,2025-03-02,North America,Sports,Dumbbell,7,655.21,0,404.17
530,2025-12-18,Asia,Electronics,Laptop,2,542.97,10,288.77
531,2025-08-31,Europe,Electronics,Keyboard,8,578.31,20,403.79
532,2025-11-21,Europe,Clothing,Jeans,7,1197.19,20,794.6
533,2025-01-22,North America,Home,Lamp,1,834.75,10,452.78
534,2025-06-26,Europe,Sports,Football,5,322.98,15,249.04
535,2025-04-10,North America,Sports,Tennis Racket,3,284.15,10,213.23
536,2025-12-10,North America,Clothing,T-Shirt,9,697.29,10,363.95
537,2025-07-02,Europe,Home,Chair,4,1091.13,5,857.04
538,2025-08-19,Asia,Clothing,T-Shirt,5,933.08,0,555.5
539,2025-08-08,Europe,Home,Desk,10,854.62,20,508.41
540,2025-08-12,Asia,Electronics,Keyboard,4,1180.63,15,852.35
541,2025-06-06,South America,Home,Desk,6,1318.05,5,835.13
542,2025-03-13,Europe,Electronics,Mouse,10,132.14,0,100.11
543,2025-01-16,South America,Home,Chair,2,1339.24,20,873.39
544,2025-03-18,Asia,Clothing,T-Shirt,9,398.32,10,255.57
545,2025-09-14,North America,Sports,Tennis Racket,10,1102.51,0,595.54
546,2025-11-11,Europe,Sports,Yoga Mat,9,25.78,0,19.45
547,2025-03-16,South America,Clothing,Shoes,3,276.93,10,193.25
548,2025-07-09,Europe,Home,Chair,4,1144.59,0,593.88
549,2025-08-21,North America,Electronics,Mouse,9,1362.51,0,839.89
550,2025-05-21,Asia,Electronics,Keyboard,2,1058.57,10,730.49
551,2025-02-09,Asia,Clothing,Shoes,7,554.29,15,426.51
552,2025-09-07,South America,Sports,Tennis Racket,9,614.7,20,467.37
553,2025-05-24,Europe,Electronics,Mouse,8,256.75,0,168.01
554,2025-12-05,Europe,Clothing,Jeans,3,549.71,15,409.58
555,2025-10-30,Europe,Sports,Yoga Mat,2,727.46,5,468.27
556,2025-03-10,North America,Sports,Football,4,74.29,10,50.35
557,2025-07-27,North America,Clothing,T-Shirt,3,394.81,0,258.6
558,2025-03-29,Europe,Home,Chair,4,679.31,5,516.41
559,2025-09-19,Asia,Sports,Tennis Racket,10,1232.48,0,846.67
560,2025-07-17,Europe,Clothing,Jacket,8,898.83,0,511.38
561,2025-03-18,North America,Electronics,Laptop,4,788.84,10,556.38
562,2025-03-02,North America,Clothing,Shoes,10,903.72,20,595.94
563,2025-12-14,South America,Sports,Tennis Racket,10,813.54,0,625.69
564,2025-09-04,South America,Sports,Yoga Mat,1,1049.49,5,597.0
565,2025-02-12,Asia,Home,Chair,7,209.49,5,152.88
566,2025-10-23,North America,Sports,Yoga Mat,4,18.15,15,13.37
567,2025-02-24,Europe,Electronics,Monitor,4,1034.77,0,644.3
568,2025-11-10,Asia,Sports,Yoga Mat,5,1283.92,5,859.46
569,2025-07-09,South America,Sports,Tennis Racket,7,832.64,10,536.84
570,2025-03-12,North America,Home,Lamp,10,523.09,15,324.02
571,2025-06-23,North America,Clothing,Shoes,3,159.42,10,98.87
572,2025-11-04,South America,Clothing,Shoes,1,1208.51,20,656.94
573,2025-07-16,South America,Electronics,Laptop,5,340.44,0,232.42
574,2025-12-03,Asia,Home,Chair,3,964.03,5,485.11
575,2025-03-28,North America,Clothing,T-Shirt,10,770.72,15,438.93
576,2025-07-24,Asia,Home,Desk,1,1463.71,0,1169.57
577,2025-02-05,North America,Sports,Dumbbell,10,308.46,0,222.42
578,2025-04-10,South America,Home,Lamp,6,1445.3,0,820.77
579,2025-02-07,Asia,Sports,Football,5,270.8,10,144.05
580,2025-10-22,Asia,Home,Chair,9,1435.5,10,1067.93
581,2025-08-23,South America,Sports,Dumbbell,10,730.61,0,531.33
582,2025-04-23,Europe,Electronics,Monitor,2,394.15,5,272.0
583,2025-05-15,Europe,Home,Shelf,6,779.59,0,553.7
584,2025-10-11,Europe,Home,Chair,7,1013.81,20,610.92
585,2025-12-16,Europe,Sports,Yoga Mat,6,335.66,10,194.93
586,2025-04-28,Europe,Sports,Tennis Racket,4,1105.79,20,640.94
587,2025-12-13,South America,Clothing,Jacket,3,1170.62,0,908.47
588,2025-10-22,Asia,Electronics,Laptop,8,563.08,0,364.71
589,2025-03-07,North America,Sports,Tennis Racket,9,427.6,0,310.03
590,2025-12-18,Europe,Sports,Dumbbell,9,58.52,0,36.17
591,2025-12-12,Europe,Sports,Football,9,695.51,15,349.51
592,2025-10-08,Asia,Sports,Football,6,548.79,20,317.15
593,2025-09-13,South America,Clothing,Jacket,8,1438.2,0,876.98
594,2025-04-03,Europe,Clothing,Shoes,6,553.97,5,323.46
595,2025-07-15,Europe,Clothing,T-Shirt,5,1208.09,10,760.69
596,2025-03-10,Asia,Clothing,Jeans,8,1210.45,0,758.29
597,2025-02-20,Europe,Sports,Yoga Mat,5,847.59,10,435.93
598,2025-06-21,Asia,Electronics,Mouse,5,720.04,15,380.82
599,2025-01-11,South America,Home,Lamp,9,840.66,20,485.33
600,2025-10-03,Europe,Electronics,Keyboard,10,306.45,10,212.97
601,2025-08-17,North America,Home,Lamp,6,1013.06,5,741.99
602,2025-11-24,Asia,Sports,Yoga Mat,8,951.25,0,723.4
603,2025-06-12,Asia,Sports,Dumbbell,2,127.88,0,72.7
604,2025-07-05,South America,Home,Shelf,5,1332.66,20,1011.28
605,2025-12-05,Asia,Sports,Tennis Racket,3,1282.78,0,921.46
606,2025-08-31,North America,Electronics,Mouse,3,601.6,0,312.31
607,2025-11-13,Europe,Electronics,Monitor,9,1149.84,0,610.77
608,2025-11-17,Europe,Electronics,Monitor,5,351.74,15,205.86
609,2025-06-16,South America,Clothing,Jeans,1,62.38,0,47.29
610,2025-10-30,South America,Sports,Yoga Mat,9,672.82,15,445.26
611,2025-08-15,Asia,Sports,Yoga Mat,6,727.66,0,539.5
612,2025-03-11,Asia,Home,Shelf,5,242.02,0,121.02
613,2025-09-02,Asia,Home,Shelf,9,22.39,5,17.56
614,2025-07-11,Europe,Electronics,Monitor,5,899.54,20,451.72
615,2025-07-19,South America,Sports,Dumbbell,7,382.35,15,275.73
616,2025-11-10,Asia,Clothing,Jacket,2,639.14,0,418.63
617,2025-05-29,North America,Home,Lamp,7,290.12,0,160.94
618,2025-01-10,Europe,Sports,Dumbbell,5,1053.7,5,586.21
619,2025-08-13,North America,Electronics,Laptop,3,1458.78,0,847.2
620,2025-06-09,South America,Clothing,T-Shirt,3,31.94,0,19.25
621,2025-03-16,North America,Home,Shelf,1,502.07,20,364.09
622,2025-05-09,South America,Home,Shelf,2,819.36,0,456.92
623,2025-01-18,Europe,Electronics,Laptop,4,583.35,5,334.93
624,2025-12-15,Asia,Sports,Football,9,1002.35,0,643.36
625,2025-05-10,South America,Home,Desk,1,1119.64,10,734.79
626,2025-02-27,Europe,Home,Desk,6,1332.4,20,932.69
627,2025-07-22,Europe,Sports,Yoga Mat,1,259.37,0,175.18
628,2025-03-21,Asia,Electronics,Laptop,10,1177.38,5,831.84
629,2025-11-17,North America,Electronics,Mouse,3,754.88,15,517.54
630,2025-09-07,Europe,Electronics,Keyboard,3,1054.98,20,561.48
631,2025-07-03,Europe,Home,Lamp,8,1102.45,0,779.18
632,2025-12-23,South America,Home,Chair,8,1062.87,10,625.41
633,2025-11-03,Europe,Clothing,Jeans,9,528.02,15,338.21
634,2025-08-21,North America,Electronics,Mouse,8,450.55,0,298.48
635,2025-05-03,Asia,Sports,Tennis Racket,1,933.4,0,684.0
636,2025-03-20,Asia,Electronics,Monitor,4,790.86,5,577.11
637,2025-01-23,Europe,Home,Shelf,6,174.59,10,121.81
638,2025-10-20,South America,Clothing,T-Shirt,4,169.51,0,89.78
639,2025-01-07,Europe,Sports,Yoga Mat,1,555.87,10,397.64
640,2025-08-01,Asia,Sports,Football,8,1203.52,0,732.07
641,2025-02-09,Europe,Electronics,Keyboard,9,70.57,0,52.95
642,2025-12-03,Europe,Electronics,Laptop,4,802.17,0,447.56
643,2025-08-23,South America,Clothing,Shoes,2,1151.76,10,699.57
644,2025-03-22,South America,Electronics,Mouse,3,829.45,10,498.71
645,2025-07-31,South America,Home,Lamp,9,1487.28,0,1120.6
646,2025-05-11,Asia,Home,Desk,10,822.98,5,600.54
647,2025-11-02,North America,Sports,Dumbbell,7,10.29,0,8.18
648,2025-06-11,North America,Clothing,Jacket,1,457.5,0,258.23
649,2025-05-16,Asia,Home,Desk,2,66.23,0,36.22
650,2025-10-19,Europe,Clothing,Jeans,5,1218.5,0,817.79
651,2025-12-26,North America,Electronics,Keyboard,8,267.62,20,205.99
652,2025-06-21,Asia,Home,Chair,10,578.5,20,298.96
653,2025-11-05,North America,Sports,Dumbbell,2,1305.98,0,945.93
654,2025-03-18,Asia,Sports,Football,5,791.33,0,523.84
655,2025-11-01,North America,Clothing,Jeans,1,1013.72,5,802.17
656,2025-02-12,South America,Clothing,Shoes,5,1181.69,0,637.71
657,2025-12-24,Europe,Electronics,Monitor,5,136.77,10,86.21
658,2025-04-11,Europe,Clothing,Shoes,9,305.18,5,212.31
659,2025-10-22,North America,Clothing,T-Shirt,5,1167.39,0,823.5
660,2025-11-01,North America,Electronics,Monitor,7,554.25,0,330.46
661,2025-03-16,South America,Home,Desk,6,928.17,20,587.22
662,2025-02-13,North America,Electronics,Mouse,4,1031.19,0,750.01
663,2025-05-28,North America,Electronics,Mouse,10,1390.83,20,1042.75
664,2025-10-03,Europe,Home,Chair,5,680.59,0,408.06
665,2025-12-22,North America,Clothing,Jacket,9,729.71,15,582.08
666,2025-12-23,Asia,Sports,Football,5,263.78,0,147.77
667,2025-12-04,Asia,Electronics,Monitor,1,109.23,15,63.51
668,2025-07-14,North America,Electronics,Laptop,5,1302.44,15,802.25
669,2025-08-23,North America,Home,Shelf,10,802.03,0,448.87
670,2025-03-22,North America,Electronics,Mouse,9,464.34,5,286.97
671,2025-09-14,Asia,Home,Lamp,6,941.59,0,752.14
672,2025-10-12,Asia,Electronics,Keyboard,7,1336.7,20,1065.49
673,2025-07-15,Europe,Clothing,Jeans,6,1346.79,15,728.85
674,2025-06-18,South America,Sports,Tennis Racket,10,237.6,0,183.65
675,2025-03-12,Asia,Clothing,Jeans,3,875.74,15,648.08
676,2025-06-12,North America,Clothing,Shoes,3,987.79,10,765.67
677,2025-06-13,South America,Electronics,Mouse,6,1260.89,0,905.48
678,2025-05-21,Europe,Sports,Yoga Mat,8,1120.96,20,861.17
679,2025-11-12,Asia,Clothing,T-Shirt,3,285.27,20,227.01
680,2025-09-02,Europe,Clothing,Jeans,4,1034.19,0,541.75
681,2025-03-25,Europe,Sports,Yoga Mat,3,1279.67,5,821.75
682,2025-07-31,Europe,Clothing,T-Shirt,7,1149.16,0,893.62
683,2025-09-08,Asia,Clothing,Jeans,2,273.85,5,208.16
684,2025-07-14,Asia,Sports,Tennis Racket,7,613.25,0,418.47
685,2025-01-22,Europe,Sports,Football,9,172.88,5,129.33
686,2025-01-26,Europe,Sports,Football,9,587.22,20,404.71
687,2025-08-25,Europe,Home,Shelf,7,1327.75,20,993.54
688,2025-03-14,South America,Sports,Yoga Mat,10,1379.36,15,903.61
689,2025-12-23,Europe,Sports,Football,9,178.63,20,120.69
690,2025-12-31,Europe,Sports,Dumbbell,6,681.82,0,433.71
691,2025-03-25,North America,Sports,Football,5,492.87,15,380.57
692,2025-07-16,Europe,Electronics,Laptop,8,954.77,0,627.42
693,2025-12-04,Europe,Sports,Dumbbell,1,1154.71,0,773.25
694,2025-06-08,South America,Clothing,Jeans,3,1156.04,0,723.54
695,2025-05-10,North America,Home,Desk,2,1348.83,0,675.84
696,2025-09-10,Europe,Sports,Dumbbell,8,819.82,0,559.44
697,2025-01-04,Europe,Clothing,Shoes,8,621.13,0,422.6
698,2025-01-19,Europe,Home,Desk,1,285.41,0,198.64
699,2025-04-02,Europe,Electronics,Keyboard,6,1381.37,0,735.81
700,2025-02-17,Asia,Home,Desk,8,1126.51,0,878.05
701,2025-10-09,North America,Home,Lamp,7,1232.19,20,774.06
702,2025-09-27,South America,Home,Shelf,3,191.81,20,111.7
703,2025-11-19,North America,Clothing,Jeans,10,96.7,10,69.52
704,2025-10-22,Asia,Sports,Yoga Mat,7,917.18,0,530.04
705,2025-04-03,Europe,Clothing,Shoes,9,1096.49,5,710.25
706,2025-03-02,Europe,Home,Desk,1,186.13,5,127.99
707,2025-04-19,North America,Sports,Dumbbell,1,507.35,10,376.36
708,2025-10-09,Asia,Clothing,Jacket,5,1187.39,0,700.66
709,2025-01-15,Europe,Electronics,Laptop,6,518.63,15,347.83
710,2025-01-19,Europe,Clothing,Jacket,6,1384.2,5,1072.55
711,2025-08-25,South America,Sports,Tennis Racket,8,1339.17,10,1029.53
712,2025-01-10,Europe,Electronics,Keyboard,10,1090.2,0,726.68
713,2025-06-23,South America,Home,Lamp,2,1454.72,0,1094.27
714,2025-06-07,Asia,Clothing,Shoes,3,896.84,20,658.91
715,2025-06-04,Europe,Electronics,Keyboard,7,139.33,0,85.2
716,2025-02-17,South America,Home,Desk,2,567.58,0,416.23
717,2025-09-26,Asia,Electronics,Monitor,9,239.58,0,186.18
718,2025-03-09,Europe,Home,Desk,2,1234.99,10,868.22
719,2025-06-09,North America,Electronics,Monitor,7,1073.38,10,573.99
720,2025-12-04,Asia,Electronics,Keyboard,8,1334.89,0,875.92
721,2025-09-30,Asia,Electronics,Keyboard,4,488.11,0,286.02
722,2025-11-15,North America,Sports,Football,5,232.49,0,124.23
723,2025-05-26,Europe,Clothing,Jacket,9,484.54,0,379.39
724,2025-01-26,Europe,Clothing,T-Shirt,5,923.76,0,611.69
725,2025-07-20,Europe,Electronics,Monitor,1,167.83,0,88.25
726,2025-12-10,North America,Sports,Yoga Mat,5,505.17,0,360.63
727,2025-08-22,Asia,Sports,Tennis Racket,2,1221.15,15,782.13
728,2025-11-12,Asia,Sports,Dumbbell,4,1421.7,0,1078.12
729,2025-06-16,South America,Home,Shelf,3,1052.43,15,630.51
730,2025-03-29,Asia,Sports,Football,2,718.25,0,462.26
731,2025-02-24,Asia,Home,Desk,9,163.37,20,116.69
732,2025-11-14,Europe,Electronics,Keyboard,9,696.85,10,434.86
733,2025-10-30,South America,Clothing,Shoes,7,108.43,0,80.69
734,2025-02-09,South America,Sports,Yoga Mat,9,1044.26,0,729.71
735,2025-06-07,South America,Electronics,Monitor,6,837.08,20,530.34
736,2025-11-27,North America,Electronics,Laptop,10,1159.3,5,693.52
737,2025-01-01,Europe,Electronics,Mouse,3,1332.02,20,920.21
738,2025-04-11,Europe,Clothing,Shoes,9,444.34,10,299.21
739,2025-08-11,Asia,Home,Lamp,10,1193.58,15,705.84
740,2025-05-31,North America,Electronics,Laptop,10,1479.77,5,1116.18
741,2025-02-26,Asia,Home,Chair,1,1058.0,20,839.64
742,2025-12-31,South America,Electronics,Mouse,7,1056.31,5,726.28
743,2025-03-13,Europe,Sports,Dumbbell,7,822.23,15,453.89
744,2025-03-10,North America,Sports,Yoga Mat,7,239.86,20,168.15
745,2025-03-11,North America,Electronics,Laptop,3,1084.8,5,756.52
746,2025-08-06,Europe,Clothing,Shoes,8,1341.44,15,913.96
747,2025-04-06,South America,Sports,Dumbbell,9,1231.91,5,747.27
748,2025-10-07,Asia,Electronics,Monitor,4,1071.07,0,667.55
749,2025-09-04,North America,Electronics,Laptop,10,730.07,0,389.82
750,2025-02-15,Europe,Clothing,Jacket,8,780.25,10,598.43
751,2025-06-25,North America,Sports,Football,9,1199.17,0,820.13
752,2025-08-04,Asia,Sports,Dumbbell,9,1360.02,10,979.41
753,2025-10-16,Asia,Home,Lamp,3,62.64,10,45.4
754,2025-05-30,North America,Electronics,Monitor,10,261.93,0,182.54
755,2025-05-23,Asia,Home,Shelf,2,198.96,0,150.3
756,2025-11-06,Europe,Clothing,Jacket,5,1288.21,0,930.64
757,2025-05-01,South America,Clothing,Shoes,6,1213.68,0,891.76
758,2025-03-20,South America,Clothing,T-Shirt,6,1476.27,0,1001.89
759,2025-04-18,Asia,Sports,Dumbbell,4,994.39,15,687.39
760,2025-06-04,South America,Electronics,Keyboard,2,88.26,5,54.69
761,2025-08-11,North America,Clothing,Shoes,7,717.14,0,472.69
762,2025-01-22,North America,Home,Shelf,7,1020.96,10,719.64
763,2025-05-19,Asia,Home,Shelf,10,1377.88,20,801.62
764,2025-05-04,Europe,Electronics,Keyboard,10,592.82,20,416.51
765,2025-02-04,North America,Home,Desk,6,825.94,15,415.07
766,2025-05-26,Asia,Sports,Football,9,164.82,5,99.79
767,2025-12-03,Europe,Clothing,T-Shirt,1,932.9,0,729.11
768,2025-11-28,Europe,Electronics,Laptop,2,1286.1,0,788.11
769,2025-11-24,South America,Electronics,Mouse,5,448.91,15,350.53
770,2025-02-01,South America,Home,Shelf,6,393.43,20,205.45
771,2025-08-14,North America,Sports,Yoga Mat,1,394.78,20,228.74
772,2025-03-15,South America,Sports,Tennis Racket,10,595.03,15,385.35
773,2025-02-06,Asia,Clothing,T-Shirt,8,1075.95,0,549.23
774,2025-01-20,South America,Sports,Football,8,231.79,15,115.96
775,2025-12-29,South America,Home,Desk,6,1357.88,10,680.45
776,2025-02-05,Europe,Sports,Dumbbell,7,1267.63,20,942.71
777,2025-07-03,Asia,Electronics,Monitor,8,190.59,10,148.76
778,2025-10-01,Asia,Home,Shelf,1,952.09,15,501.94
779,2025-07-16,Europe,Electronics,Monitor,5,975.21,0,649.82
780,2025-11-20,South America,Home,Shelf,2,949.62,0,613.41
781,2025-05-03,South America,Clothing,Jeans,1,297.71,15,237.85
782,2025-08-19,North America,Sports,Football,9,968.68,5,639.51
783,2025-03-02,Europe,Electronics,Keyboard,1,513.2,15,263.19
784,2025-03-14,South America,Sports,Tennis Racket,10,357.15,0,182.53
785,2025-01-08,Europe,Electronics,Monitor,10,78.24,15,54.35
786,2025-02-02,North America,Electronics,Keyboard,2,689.72,0,517.71
787,2025-04-14,South America,Electronics,Monitor,10,1200.77,0,623.12
788,2025-03-12,Asia,Home,Shelf,6,190.0,15,127.83
789,2025-03-14,South America,Clothing,T-Shirt,10,268.44,0,143.94
790,2025-01-21,Europe,Clothing,Jacket,9,255.86,0,198.98
791,2025-01-04,Europe,Electronics,Monitor,3,33.29,5,17.45
792,2025-12-21,Europe,Electronics,Keyboard,7,1043.32,20,763.47
793,2025-03-31,North America,Clothing,Jeans,5,789.4,5,451.36
794,2025-06-04,Asia,Clothing,Shoes,10,1425.94,15,1066.52
795,2025-02-18,Asia,Sports,Football,9,361.1,0,287.43
796,2025-03-18,South America,Clothing,Shoes,4,421.88,0,225.2
797,2025-07-06,Asia,Sports,Tennis Racket,3,1008.51,0,520.6
798,2025-08-21,North America,Clothing,Shoes,5,508.1,20,389.72
799,2025-09-21,North America,Electronics,Laptop,9,272.07,20,138.41
800,2025-12-13,Asia,Electronics,Mouse,8,893.13,0,558.85
801,2025-04-13,South America,Clothing,T-Shirt,6,349.4,0,252.03
802,2025-03-16,Europe,Clothing,T-Shirt,8,881.79,0,676.46
803,2025-11-20,Asia,Sports,Tennis Racket,7,566.49,5,405.58
804,2025-05-24,Europe,Home,Desk,6,199.55,15,133.82
